brand,model,product_name,price,rating,shipping,url,3D VISION Game Ready ,Boost Clock ,Brand ,CUDA Cores ,Card Dimensions (L x H) ,Chipset Manufacturer ,Cooler ,Core Clock ,DVI ,Date First Available ,DirectX ,DisplayPort ,Dual-Link DVI Supported ,Edition ,Effective Memory Clock ,Features ,Form Factor ,GPU ,GPU Series ,HDCP Ready ,HDMI ,Interface ,Mac Edition ,Max GPU Length ,Max Resolution ,Memory Interface ,Memory Size ,Memory Type ,Model ,Multi-Monitor Support ,OpenGL ,Operating Systems Supported ,Option ,Package Contents ,Power Connector ,RAMDAC ,SLI Support ,Series ,Shader Clock ,Slot Width ,Stream Processors ,System Requirements ,Thermal Design Power ,Virtual Reality Ready 
ASUS,GTX 1080,ASUS GeForce GTX 1080 TI 11GB GDDR5X Founders Edition VR Ready 5K HD Gaming HDMI DisplayPort PCIe Graphics Card (GTX1080TI-FE),"$1,029.00 (1 Offers)–",4,Free Shipping,https://www.newegg.com/asus-geforce-gtx-1080-ti-fe-gtx1080ti-fe/p/N82E16814126185?Description=GTX,,['1582 MHz'],['ASUS'],['3584'],"['10.50"" x 4.38""']",['NVIDIA'],['Single Fan'],['1480 MHz'],,"['November 09, 2018']",['DirectX 12'],['3 x DisplayPort'],,,['11010 MHz'],"['ASUS GeForce GTX 1080 Ti Founders Edition 11GB GDDR5X- Fastest gaming GPU with 3584 NVIDIA CUDA cores and massive 11GB frame buffer, delivering 35% faster performance than the GeForce GTX 1080.- Get up to 3X the performance and power efficiency of previous generation GPUs.- Ultra-fast FinFET and high-speed GDDR5X technologies, plus support for DirectX 12 features.- NVIDIA GameWorks for a more interactive and cinematic experience, as well as incredibly smooth gameplay.- ASUS GPU Tweak II with XSplit Gamecaster for intuitive performance tweaking and instant gameplay streaming.']",,['GeForce GTX 1080 Ti FE'],['NVIDIA GeForce GTX 10 Series'],['Yes'],['1 x HDMI 2.0'],['PCI Express 3.0'],,['267 mm'],['7680 x 4320'],['352-Bit'],['11GB'],['GDDR5X'],['GTX1080TI-FE'],['Yes'],['OpenGL 4.5'],,,['Accessories:1 x DP-DVI Dongle'],['1 x 6-pin1 x 8-pin'],,['SLI Ready'],,,['Dual Slot'],,['Graphics Card Power: 250WRecommended System Power: 600W'],,['Yes']
NVIDIA,GTX 1080,NVIDIA 900-1G611-2550-000 GeForce GTX 1080 Ti Founders Edition DirectX 12 11GB 352-Bit GDDR5X PCI Express 3.0 x16 HDCP Ready SLI Support Video Card,"$1,099.00 (1 Offers)–",5,Free Shipping,https://www.newegg.com/nvidia-geforce-gtx-1080-ti-fe-gtx-1080-ti-founders-edition/p/1FT-0004-001S9?Description=GTX,,['1582 MHz'],['NVIDIA'],['3584'],,['NVIDIA'],['Single Fan'],['1480 MHz'],,"['October 26, 2018']",['DirectX 12'],['3 x DisplayPort 1.4'],,,['11010 MHz'],"[""Core Clock & Memory & Output - 1582 MHz / 1480 MHz (Boost / Base) - 11264MB GDDR5 / 11010 MHz - DisplayPort x 3 / HDMI  NVIDIA G-SYNC - Synchronizes the display refresh to your GeForce GTX GPU for the fast, smooth gaming. GeForce GTX VR Ready - NVIDIA's unique set of features ensure you get the right level of performance, image quality, and latency to ensure your VR experience is nothing short of amazing.""]",,['GeForce GTX 1080 Ti FE'],['NVIDIA GeForce GTX 10 Series'],['2.2'],['1 x HDMI 2.0'],['PCI Express 3.0 x16'],,,['7680 x 4320'],['352-Bit'],['11GB'],['GDDR5X'],['GTX 1080 Ti Founders Edition'],,['OpenGL 4.5'],,,,['1 x 6-pin 1 x 8-pin'],,['2-Way SLI'],,,['Dual Slot'],,['Power consumption: 250W Recommended PSU: 600W'],,['Yes']
ASUS,GTX 1080,ASUS ROG GeForce GTX 1080 Ti DirectX 12 STRIX-GTX1080TI-O11G-GAMING 11GB 352-Bit GDDR5X PCI Express 3.0 HDCP Ready Video Card,"$1,050.00 (1 Offers)–",4,Free Shipping,https://www.newegg.com/asus-geforce-gtx-1080-ti-strix-gtx1080ti-o11g-gaming/p/N82E16814126186?Description=GTX,,['1708 MHz (OC mode)1683 MHz (Gaming mode)'],['ASUS'],['3584'],"['11.73"" x 5.28""']",['NVIDIA'],['Triple Fans'],['1594 MHz (OC mode)1569 MHz (Gaming mode)'],['1 x DVI-D'],"['October 26, 2020']",['DirectX 12'],['2 x DisplayPort 1.4'],,,['11100 MHz (OC mode)11010 MHz (Gaming mode)'],"['1708 MHz Boost Clock (OC Mode) featuring 11GB GDDR5X 352-bit memory, 3584 CUDA cores, and 11GB Frame BufferASUS Aura Sync RGB lighting with additional 4-pin RGB header provides a nearly endless spectrum of colors with the ability to synchronize effects across an ever-expanding ecosystem of ASUS Aura Sync enabled productsMaxContact plus Auto-Extreme manufacturing technology delivers 2X more GPU to heatsink contact for increased cooling efficiency with premium quality aerospace-grade Super Alloy Power II componentsPatented wing-blade 0dB fans with FanConnect II maximizes cooling performance using three axial fans to deliver 105% more air pressure and dual 4-pin headers for referencing chassis fans to GPU temperaturesGPU Tweak II makes monitoring performance and streaming easier than ever, featuring Game Booster and a free 1-year premium license of XSplit GamecasterSupports the latest DirectX 12 and GeForce gaming features while delivering a maximum resolution of 7680 x 4320 for the ultimate 5K gaming experience5K Gaming and VR Ready with 2 x HDMI 2.0, 2 x DisplayPort 1.4, and 1 x DVI port to simultaneously connect your VR headset and up to 4 monitors']",,['GeForce GTX 1080 Ti'],['NVIDIA GeForce GTX 10 Series'],['Yes'],['2 x HDMI 2.0'],['PCI Express 3.0'],,['298 mm'],['7680 x 4320'],['352-Bit'],['11GB'],['GDDR5X'],['STRIX-GTX1080TI-O11G-GAMING'],['4'],['OpenGL 4.5'],,,['Accessory:1 x ROG Velcro Hook & Loop1 x Power Cable'],['2 x 8-Pin'],,,['ROG'],,['2.5-slot'],,,['250W'],['Yes']
MSI,GTX 1080,MSI GeForce GTX 1080 DirectX 12 GTX 1080 DUKE 8G OC 8GB 256-Bit GDDR5X PCI Express 3.0 x16 HDCP Ready SLI Support Video Cards,$799.00 –,4,Free Shipping,https://www.newegg.com/msi-geforce-gtx-1080-gtx-1080-duke-8g-oc/p/N82E16814137084?Description=GTX,,['1847 MHz'],['MSI'],,"['12.28"" x 5.51""']",['NVIDIA'],['Triple Fans'],['1708 MHz'],['1 x DL-DVI-D'],"['December 20, 2018']",['DirectX 12'],['3 x DisplayPort 1.4'],['Yes'],,['10108 MHz'],,,['GeForce GTX 1080'],['NVIDIA GeForce GTX 10 Series'],['Yes'],['1 x HDMI 2.0'],['PCI Express 3.0 x16'],,['312 mm'],['7680 x 4320'],['256-Bit'],['8GB'],['GDDR5X'],['GTX 1080 DUKE 8G OC'],['4'],['OpenGL 4.5'],,,,['6-Pin / 8-Pin'],,['2-Way SLI'],,,['Dual Slot'],,['Power consumption: 180WRecommended PSU: 500W'],['180W'],['Yes']
MSI,GTX 1080,MSI GeForce GTX 1080 Ti DirectX 12 GeForce GTX 1080 TI ARMOR 11G OC 11GB 352-Bit GDDR5X PCI Express 3.0 x16 HDCP Ready SLI Support Video Card,$798.00 –,4,Free Shipping,https://www.newegg.com/msi-geforce-gtx-1080-ti-armor-11g-oc/p/1FT-0009-000U6?Description=GTX,,['1645 MHz'],['MSI'],['3584'],['290mm x 143mm'],['NVIDIA'],['Double Fans'],['1531 MHz'],['1 x DL-DVI-D'],"['November 16, 2018']",['DirectX 12'],['2 x DisplayPort'],['Yes'],['None'],['11016 MHz'],,,['GeForce GTX 1080 Ti'],['NVIDIA GeForce GTX 10 Series'],['Yes'],['2 x HDMI'],['PCI Express 3.0 x16'],,['290 mm'],,['352-Bit'],['11GB'],['GDDR5X'],['GeForce GTX 1080 TI ARMOR 11G OC'],['4'],['OpenGL 4.5'],,,,['2 x 8-Pin'],,['2-Way SLI'],,,['Dual Slot'],,['250W Power consumption'],,['Yes']
GIGABYTE,GTX 1080,GIGABYTE AORUS GeForce GTX 1080 Ti DirectX 12 GV-N108TAORUS-11GD 11GB 352-Bit GDDR5X PCI Express 3.0 x16 SLI Support ATX Video Card,"$1,029.00 (1 Offers)–",4,Free Shipping,https://www.newegg.com/gigabyte-geforce-gtx-1080-ti-gv-n108taorus-11gd/p/N82E16814125954?Description=GTX,,['OC Mode: 1708 MHzGaming Mode: 1683 MHz'],['GIGABYTE'],['3584'],"['11.54"" x 5.59""']",['NVIDIA'],['WINDFORCE STACK'],['OC Mode: 1594 MHzGaming Mode: 1569 MHz'],['1 x Dual-Link DVI-D'],"['December 04, 2018']",['DirectX 12'],['3 x DisplayPort 1.4'],['Yes'],,['11010 MHz'],['Powered by GeForce GTX 1080 TiIntegrated with 11GB GDDR5X 352-bit memory interfaceWINDFORCE Stack 3X 100mm Fan Cooling SystemAdvanced Copper Back Plate CoolingAORUS VR Link provides the best VR experienceRGB Fusion - 16.7M customizable color lightingProtection Metal Back PlateBuilt for Extreme Overclocking 12+2 Power Phases'],['ATX'],['GeForce GTX 1080 Ti'],['NVIDIA GeForce GTX 10 Series'],,['3 x HDMI 2.0b'],['PCI Express 3.0 x16'],,['293 mm'],['7680 x 4320'],['352-Bit'],['11GB'],['GDDR5X'],['GV-N108TAORUS-11GD'],['4'],['OpenGL 4.5'],,,,['2 x 8-Pin'],,['2-Way SLI'],['AORUS'],,['Triple Slot'],,['Recommended PSU: 600W'],['250W'],['Yes']
MSI,GTX 1080,MSI GeForce GTX 1080 Ti FE DirectX 12 GTX 1080 Ti Founders Edition 11GB 352-Bit GDDR5X PCI Express 3.0 x16 HDCP Ready SLI Support Video Card,"$1,029.00 –",4,Free Shipping,https://www.newegg.com/msi-geforce-gtx-1080-ti-fe-gtx-1080-ti-founders-edition/p/N82E16814137104?Description=GTX,,['1582 MHz'],['MSI'],['3584'],,['NVIDIA'],['Single Fan'],['1480 MHz'],,"['November 11, 2019']",['DirectX 12'],['3 x DisplayPort 1.4'],,,['11010 MHz'],"[""Core Clock & Memory & Output- 1582 MHz / 1480 MHz (Boost / Base)- 11264MB GDDR5 / 11010 MHz- DisplayPort x 3 / HDMIAll Solid Capacitors- 10 years long lifetime under full load- Lower temperature and higher efficiency- Aluminum core for higher stabilityAfterburner Overclocking Utility- Wireless control through Android/iOS devices- Predator: In-game video recording- Kombustor: built-in DirectX12 benchmark- Supports multi-GPU setupsNVIDIA G-SYNC- Synchronizes the display refresh to your GeForce GTX GPU for the fast, smooth gamingGeForce GTX VR Ready- NVIDIA's unique set of features ensure you get the right level of performance, image quality, and latency to ensure your VR experience is nothing short of amazing""]",,['GeForce GTX 1080 Ti FE'],['NVIDIA GeForce GTX 10 Series'],['2.2'],['1 x HDMI 2.0'],['PCI Express 3.0 x16'],,,['7680 x 4320'],['352-Bit'],['11GB'],['GDDR5X'],['GTX 1080 Ti Founders Edition'],['4'],['OpenGL 4.5'],,,,['1 x 6-pin1 x 8-pin'],,['2-Way SLI'],,,['Dual Slot'],,['Power consumption: 250WRecommended PSU: 600W'],,['Yes']
GIGABYTE,GTX 1080,GIGABYTE AORUS GeForce GTX 1080 Ti DirectX 12 GV-N108TAORUS X-11GD 11GB 352-Bit GDDR5X PCI Express 3.0 x16 SLI Support ATX Xtreme Edition Video Card,"$1,029.00 (1 Offers)–",4,Free Shipping,https://www.newegg.com/gigabyte-geforce-gtx-1080-ti-gv-n108taorus-x-11gd/p/N82E16814125953?Description=GTX,,['OC Mode: 1746 MHzGaming Mode: 1721 MHz'],['GIGABYTE'],['3584'],"['11.54"" x 5.59""']",['NVIDIA'],['WINDFORCE STACK'],['OC Mode: 1632 MHzGaming Mode: 1607 MHz'],['1 x Dual-Link DVI-D'],"['October 22, 2020']",['DirectX 12'],['3 x DisplayPort 1.4'],['Yes'],,['OC mode: 11448 MHzGaming mode: 11232 MHz'],['Powered by GeForce GTX 1080 TiIntegrated with 11GB GDDR5X 352-bit memory interfaceWINDFORCE Stack 3X 100mm Fan Cooling SystemAdvanced Copper Back Plate CoolingAORUS VR Link provides the best VR experienceRGB Fusion - 16.7M customizable color lightingMetal Back Plate with RGB AORUS LOGO IlluminationBuilt for Extreme Overclocking 12+2 Power Phases'],['ATX'],['GeForce GTX 1080 Ti'],['NVIDIA GeForce GTX 10 Series'],,['3 x HDMI 2.0b'],['PCI Express 3.0 x16'],,['293 mm'],['7680 x 4320'],['352-Bit'],['11GB'],['GDDR5X'],['GV-N108TAORUS X-11GD'],['4'],['OpenGL 4.5'],,,,['2 x 8-Pin'],,['2-Way SLI'],['AORUS'],,['Triple Slot'],,['System PSU Limitation: 600W'],['250W'],['Yes']
MSI,GTX 1080,MSI GeForce GTX 1080 Ti DirectX 12 GeForce GTX 1080 Ti GAMING X 11G 11GB 352-Bit GDDR5X PCI Express 3.0 x16 HDCP Ready SLI Support Video Card- OEM Edition,$899.99 (2 Offers)–,1,$75.00 Shipping,https://www.newegg.com/msi-geforce-gtx-1080-ti-gaming-x-11g/p/1FT-0009-004C4?Description=GTX,,['1683 MHz (OC Mode) 1657 MHz (Gaming Mode) 1582 MHz (Silent Mode)'],['MSI'],['3584'],"['11.42"" x 5.51""']",['NVIDIA'],['Double Fans'],['1569 MHz (OC Mode) 1544 MHz (Gaming Mode) 1480 MHz (Silent Mode)'],['1 x DL-DVI-D'],"['December 24, 2019']",['DirectX 12'],['2 x DisplayPort 1.4'],['Yes'],,['11124 MHz (OC Mode) 11016 MHz (Gaming / Silent )'],"['The Ultimate GAMING: TWIN FROZR VI - Smooth Heat Pipes: Squared shape at bottom maximize heat transfer from the copper base plate. - Zero Frozr: Stopping the fan in low-load situations, keeping a noise-free environment. - Airflow Control: Technology Deflectors thrusts air onto heat pipes for lower temperatures and better gaming. TORX FAN 2.0: Supremely silent - Dispersion fan blade: Steeper curved blade accelerating the airflow. - Traditional fan blade: Provides steady airflow to massive heat sink below. - Double ball bearing: Strong and lasting core for years of smooth gaming. Gaming App - Instant Performance Gain: Unlock extra performance or keep your card silent during light use in one click. - LED control: Full control on your RGB GAMING LEDs to set the mood. 2.5-Slot Width']",['ATX'],['GeForce GTX 1080 Ti'],['NVIDIA GeForce GTX 10 Series'],['Yes'],['2 x HDMI 2.0'],['PCI Express 3.0 x16'],,['290 mm'],,['352-Bit'],['11GB'],['GDDR5X'],['GeForce GTX 1080 Ti GAMING X 11G'],['2'],['OpenGL 4.5'],,,,['2 x 8-Pin'],,['2-Way SLI'],,,['2.5-Slot'],,['Power consumption: 250W Recommended PSU: 600W'],['250W'],['Yes']
EVGA,GTX 1080,"EVGA GeForce GTX 1080 Ti SC2 GAMING, 11G-P4-6593-KR, 11GB GDDR5X, iCX Technology - 9 Thermal Sensors & RGB LED G/P/M OEM Edition (No Packaging and Accessories)",$899.99 (2 Offers)–,,$45.00 Shipping,https://www.newegg.com/evga-geforce-gtx-1080-ti-11g-p4-6393-kr-oem/p/1FT-001K-00717?Description=GTX,,['1670 MHz'],['EVGA'],['3584'],"['10.50"" x 4.38""']",['NVIDIA'],['Double Fans'],['1556 MHz'],['1 x DVI'],"['March 10, 2020']",['DirectX 12'],['3 x DisplayPort 1.4'],['Yes'],,['11000 MHz'],"['Simultaneous Multi-ProjectionVR ReadyNVIDIA AnselNVIDIA SLI w/ HB Bridge SupportNVIDIA G-SYNCNVIDIA GameStreamNVIDIA GPU Boost 3.0Microsoft DirectX 12Vulkan APIOpenGL 4.5 SupportPCI Express 3.0Max Digital Resolution - 7680 x 4320HDMI 2.0b, DisplayPort 1.4 and Dual-Link DVIBuilt for EVGA Precision XOCiCX CoolingNew vented heatsink fin design and pin fins for optimized airflowRedesigned cooling with L-shaped contact fins to improve contact surface area for better heat dissipation']",,['GeForce GTX 1080 Ti'],['NVIDIA GeForce GTX 10 Series'],['Yes'],['1 x HDMI 2.0b'],['PCI Express 3.0'],,['267 mm'],['7680 x 4320'],['352-Bit'],['11GB'],['GDDR5X'],['11G-P4-6393-KR OEM'],['4'],['OpenGL 4.5'],"['Windows 10 32/64bit, Windows 8 32/64bit, Windows 7 32/64bit']",['GTX 1080 Ti SC2'],,['6-Pin / 8-Pin'],,['2-Way SLI'],,,['Dual Slot'],,"['600 Watts or greater power supply.PCI Express, PCI Express 2.0 or PCI Express 3.0 compliant motherboard with one graphics slot.']",['250W'],['Yes']
EVGA,GTX 1080,"EVGA GeForce GTX 1080 Ti SC2 HYBRID GAMING, 11G-P4-6598-KR, 11GB GDDR5X, HYBRID & LED, iCX Technology - 9 Thermal Sensors Video Graphics Card","$1,029.00 (1 Offers)–",,Free Shipping,https://www.newegg.com/evga-geforce-gtx-1080-ti-11g-p4-6598-kr/p/1FT-001K-001A7?Description=GTX,,['1670 MHz'],['EVGA'],['3584'],"['10.50"" x 4.38""']",['NVIDIA'],['Hybrid Cooler'],['1556 MHz'],['1 x Dual-Link DVI-D'],"['November 26, 2018']",['DirectX 12'],['3 x DisplayPort 1.4'],['Yes'],,['11016 MHz'],"['EVGA GeForce GTX 1080 Ti HYBRID cooler, an ""all in one"" water cooling solution that significantly lowers the GPU and VRAM operating temperatures. Best of all? The water cooler is completely self contained, with an included 120mm radiator and fan, no filling, no custom tubing, and no maintenance. Just plug and play!  Peace of Mind Gaming  - 9 additional temp sensors to monitor memory and PWN - Full control with EVGA Precision XOC - Safety fuse to protect components from damage due to improper installation or other component failures - Hybrid ""All-in-One"" Watercooler - LED Logo: White - Dedicated Memory Plate that makes DIRECT contact with the water cooling block. Giving the lowest memory temperatures possible']",,['GeForce GTX 1080 Ti'],['NVIDIA GeForce GTX 10 Series'],['Yes'],['1 x HDMI 2.0b'],['PCI Express 3.0'],,['267 mm'],['7680 x 4320'],['352-Bit'],['11GB'],['GDDR5X'],['11G-P4-6598-KR'],['4'],['OpenGL 4.5'],"['Windows 10 32/64bit, Windows 8 32/64bit, Windows 7 32/64 bit']",,,['1 x 8-Pin & 1 x 6-Pin'],,['2-Way SLI'],,,['Dual Slot'],,['Minimum of a 600W power supply An available 6-pin PCI-E power connector and an available 8-pin PCI-E power connector Total Power Draw: 250 Watts'],['250W'],['Yes']
ASUS,GTX 1080,ROG ROG-STRIX-GTX1080TI-11G-GAMING GeForce GTX 1080 Ti Graphic Card - 1.52 GHz Core - 1.63 GHz Boost Clock - 11 GB GDDR5X - Triple Slot Space Required,"$1,050.00 (1 Offers)–",,Free Shipping,https://www.newegg.com/p/1FT-000Y-001A0?Description=GTX,,['1.63 GHz'],['ROG'],,,['NVIDIA'],,['1.52 GHz'],['Yes'],"['November 09, 2018']",,['Yes'],,,,,['Plug-in Card'],['GTX 1080 Ti'],,,['Yes'],,,,,['352-Bit'],['11GB'],['GDDR5X'],,,['OpenGL'],,['ROG-STRIX-GTX1080TI-11G-GAMING'],,,,,['GTX 10'],,,,,,
ASUS,GTX 1080,ASUS ROG GeForce GTX 1080 Ti DirectX 12 ROG-STRIX-GTX1080TI-11G-GAMING 11GB 352-Bit GDDR5X HDCP Ready SLI Support Video Card,$745.00 (2 Offers)–,,$13.50 Shipping,https://www.newegg.com/asus-geforce-gtx-1080-ti-rog-strix-gtx1080ti-11g-gaming/p/1FT-000Y-00473?Description=GTX,,['1632 MHz'],['ASUS'],['3584'],"['11.73"" x 5.28""']",['NVIDIA'],['Triple Fans'],['1518 MHz'],['1 x DVI'],"['November 21, 2019']",['DirectX 12'],['2 x DisplayPort 1.4'],,,['11100 MHz'],,,['GeForce GTX 1080 Ti'],['NVIDIA GeForce GTX 10 Series'],['Yes'],['2 x HDMI 2.0'],['PCI Express 3.0 x16'],,['298 mm'],['7680 x 4320'],['352-Bit'],['11GB'],['GDDR5X'],['ROG-STRIX-GTX1080TI-11G-GAMING'],['4'],,,['ROG-STRIX-GTX1080TI-11G-GAMING'],,['2 x 8-Pin'],,['SLI Ready'],['ROG'],,['Dual Slot'],,,['250W'],['Yes']
MSI,GTX 1080,MSI GeForce GTX 1080 Ti DirectX 12 GTX 1080 Ti DUKE 11G OC 11GB 352-Bit GDDR5X PCI Express 3.0 x16 HDCP Ready SLI Support Video Card,"$1,029.00 –",4,Free Shipping,https://www.newegg.com/msi-geforce-gtx-1080-ti-gtx-1080-ti-duke-11g-oc/p/N82E16814137142?Description=GTX,,['1645 MHz'],['MSI'],['3584'],"['12.60"" x 5.55""']",['NVIDIA'],['Triple Fans'],['1531 MHz'],['1 x DL-DVI-D'],"['January 18, 2019']",['DirectX 12'],['2 x DisplayPort'],['Yes'],,['11016 MHz'],"['Triple Force Architecture- TriFrozr Thermal Design: Triple PWM fans with Independent Control System on Advanced Thermal Design.- Propeller Blade: Produces 20% more airflow and less noise than traditional fan designs.- SuperPipe: 8mm Superpipes transfer heat much faster to the heat sink under PWM fans, and highly improve dissipation efficiency.- Zero Frozr: Fans stop spinning in low load to keep the card quiet and increase lifetime.Afterburner Overclocking Utility- Wireless control through mobile devices.- Predator: In-game video recording.- Kombustor: built-in DirectX12 benchmark.- Supports multi-GPU setups.Military Class 4 Components- Certified to MIL-STD-810G standards for top stability and quality.- Built with Hi-c CAP, Solid CAP, and New SFC components.']",,['GeForce GTX 1080 Ti'],['NVIDIA GeForce GTX 10 Series'],['2.2'],['2 x HDMI'],['PCI Express 3.0 x16'],,['320 mm'],,['352-Bit'],['11GB'],['GDDR5X'],['GTX 1080 Ti DUKE 11G OC'],['4'],['OpenGL 4.5'],,,,['2 x 8-Pin'],,['2-Way SLI'],,,['Dual Slot'],,['Power consumption: 250WRecommended PSU: 600W'],['250W'],['Yes']
MSI,GTX 1080,MSI GeForce GTX 1080 Ti DirectX 12 GTX 1080 Ti GAMING X TRIO 11GB 352-Bit GDDR5X PCI Express 3.0 x16 HDCP Ready SLI Support ATX Video Card,"$1,029.00 –",5,Free Shipping,https://www.newegg.com/msi-geforce-gtx-1080-ti-gtx-1080-ti-gaming-x-trio/p/N82E16814137250?Description=GTX,,['1683 MHz  (OC Mode)1657 MHz (Gaming Mode) 1582 MHz (Silent Mode)'],['MSI'],['3584'],"['12.80"" x 5.51""']",['NVIDIA'],['Triple Fans'],['1569 MHz (OC Mode)1544 MHz (Gaming Mode) 1480 MHz (Silent Mode)'],['1 x DL-DVI-D'],"['November 28, 2018']",['DirectX 12'],['2 x DisplayPort 1.4'],['Yes'],,['11124 MHz (OC) 11016 MHz (Gaming/Silent)'],"['MSI AfterburnerThe ultimate overclocking software with advanced control options and real-time hardware monitor.Military Class 4 ComponentsUsing only the highest quality components means you get reliable and stable in-game performance.RGB Mystic LightCustomize colors and LED effects with exclusive MSI software and synchronize the look & feel with other components.ZERO FROZREliminates fan noise by stopping the fans in low-load situations so you can focus on your game.Double Ball BearingsStrong and lasting core for the TORX 2.0 Fans to provide years of smooth and silent gaming.TORX FAN 2.0Award-winning fan design combining two different fin designs for cool & quiet gaming.TRI-FROZR THERMAL DESIGNUsing three of the award-winning TORX 2.0 Fans with Double Ball Bearings, Tri-Frozr is the pinnacle of air cooling.WAVE-CURVED COOLING SYSTEMMSI exclusive Wave-curved fins increase 10% heat dissipation area compared to traditional fins.']",['ATX'],['GeForce GTX 1080 Ti'],['NVIDIA GeForce GTX 10 Series'],['2.2'],['2 x HDMI 2.0'],['PCI Express 3.0 x16'],,['325 mm'],,['352-Bit'],['11GB'],['GDDR5X'],['GTX 1080 Ti GAMING X TRIO'],['4'],['OpenGL 4.5'],,,"['Accessories:6-pin to 8-pin power cable x 1, Graphics Card Support Bracket x 1']",['2 x 8-Pin'],,['2-Way SLI'],,,['2.5-slot'],,['Power Consumption: 250WRecommended PSU: 600W'],['250W'],['Yes']
ASUS,GTX 1080,ASUS ROG GeForce GTX 1080 Ti DirectX 12 STRIX-GTX1080TI-11G-GAMING 11GB 352-Bit GDDR5X HDCP Ready SLI Support Video Card,"$1,050.00 (1 Offers)–",4,Free Shipping,https://www.newegg.com/asus-geforce-gtx-1080-ti-strix-gtx1080ti-11g-gaming/p/N82E16814126187?Description=GTX,,['1632 MHz (OC Mode)1607 MHz (Gaming Mode)'],['ASUS'],['3584'],"['11.73"" x 5.28""']",['NVIDIA'],['Triple Fans'],['1518 MHz (OC Mode)1493 MHz (Gaming Mode)'],['1 x Dual-Link DVI-D'],"['November 09, 2018']",['DirectX 12'],['2 x DisplayPort 1.4'],,,['11100 MHz (OC Mode)11010 MHz (Gaming Mode)'],['ROG Strix GeForce GTX 1080 Ti 11GB GDDR5X with Aura Sync RGB for best VR & 4K gaming- NVIDIA GeForce GTX 1080 Ti is the fastest gaming GPU that delivers 35% faster performance than the GeForce GTX 1080.- MaxContact Technology that is 2X more contact with GPU for improved thermal transfer.- Patented Wing-Blade IP5X-Certified Fans for maximum airflow and longer fan lifespan.- ASUS FanConnect II equips with hybrid controlled fan headers for optimal system cooling.- Industry Only Auto-Extreme Technology with Super Alloy Power II delivers premium quality and best reliability.- ASUS Aura Sync RGB LED synchronization enables a gaming system personalization.- VR-friendly HDMI ports let you enjoy VR experiences anytime without having to swap cables.- GPU Tweak II with XSplit Gamecaster provides intuitive performance tweaking and real-time streaming.'],,['GeForce GTX 1080 Ti'],['NVIDIA GeForce GTX 10 Series'],['Yes'],['2 x HDMI 2.0'],,,['298 mm'],['7680 x 4320'],['352-Bit'],['11GB'],['GDDR5X'],['STRIX-GTX1080TI-11G-GAMING'],['4'],,,,['Accessories:1 x Power cable1 x ROG Velcro Hook & Loop'],['2 x 8-Pin'],,['SLI Ready'],['ROG'],,['Dual Slot'],,,['250W'],['Yes']
PNY,GTX 1080,PNY GeForce GTX 1080 DirectX 12 RKMX1080N3I8GS3KTM 8GB 256-Bit GDDR5X PCI Express 3.0 x16 SLI Support Video Card,$499.00 –,,$4.95 Shipping,https://www.newegg.com/pny-geforce-gtx-1080-rkmx1080n3i8gs3ktm/p/N82E16814133783?Description=GTX,,['1848 MHz'],['PNY'],['2560'],"['12.00"" x 5.03""']",['NVIDIA'],['Triple Fans'],['1708 MHz'],['1 x DL-DVI-D'],"['February 03, 2020']",['DirectX 12'],['3 x DisplayPort 1.4'],['Yes'],,['10 GBPS'],['Factory OverclockedPNY Silent XLR8 Triple CoolerSimultaneous Multi-ProjectionNVIDIA Ansel SupportNVIDIA G-SYNCNVIDIA GameStreamNVIDIA GPU Boost 3.0Vulkan API SupportMax Digital Resolution - 7680 x 4320 @ 60 Hz** 7680 x 4320 @ 60 Hz RGB 8-bit with dual DisplayPort connectors or 7680 x 4320 @ 60 Hz YUV420 8-bit with DisplayPort 1.3 connector.'],,['GeForce GTX 1080'],['NVIDIA GeForce GTX 10 Series'],,['1 x HDMI 2.0b'],['PCI Express 3.0 x16'],,['305 mm'],['7680 x 4320 @ 60 HZ (Digital)'],['256-Bit'],['8GB'],['GDDR5X'],['RKMX1080N3I8GS3KTM'],['Yes'],['OpenGL 4.5'],,,,['8-Pin'],,['SLI HB Bridge Supported'],,,['Dual Slot'],,"['TDP: 180WPCI Express-compliant motherboard with one double-width x16 graphics slotOne 8-pin PCI Express supplementary power connectorMinimum 500W or greater system power supply*300MB of available hard-disk space2GB system memory (4GB or higher recommended)Microsoft Windows 10, Windows 8, Windows 7, Linux, FreeBSDx86Internet connection*** Recommendation is made based on PC configured with an Intel Core i7 3.2 GHz processor. Pre-built system may require less power depending on system configuration.** Graphics Card driver is not included in the box; GeForce Experience will download the latest GeForce driver from the Internet after install.']",['180W'],['Yes']
